contig_name	size_bp	bin	qseqid	staxids	bitscore	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	coverage	priority
contig_15070	19935	Binsularis_BLAST_SexualChromosomes.tsv	contig_15070	0.0	16124.0	JAOTOJ010000009.1	81.37	20043.0	3514.0	171.0	5.0	19933.0	4292715.0	4272779.0	0.0	0.999648858791071	3
contig_4003	23312	Binsularis_BLAST_SexualChromosomes.tsv	contig_4003	0.0	15232.0	JAOTOJ010000009.1	93.591	10345.0	447.0	135.0	13120.0	23312.0	61534780.0	61545060.0	0.0	0.43719972546328073	3
contig_18003	50376	Binsularis_BLAST_SexualChromosomes.tsv	contig_18003	0.0	14181.0	CM077935.1	82.964	15896.0	2522.0	166.0	26984.0	42801.0	4271884.0	4287671.0	0.0	0.31397887883118947	3
contig_15363	21818	Binsularis_BLAST_SexualChromosomes.tsv	contig_15363	0.0	14127.0	CM077935.1	96.756	8507.0	219.0	30.0	10083.0	18563.0	55869553.0	55878028.0	0.0	0.38866990558254655	3
contig_8783	31867	Binsularis_BLAST_SexualChromosomes.tsv	contig_8783	0.0	13642.0	CM077935.1	78.161	21819.0	4492.0	210.0	10195.0	31818.0	4266762.0	4288502.0	0.0	0.6785389274170772	3
contig_8137	68678	Binsularis_BLAST_SexualChromosomes.tsv	contig_8137	0.0	13522.0	CM077935.1	97.128	8042.0	177.0	13.0	38018.0	46014.0	19130702.0	19138734.0	0.0	0.11642738577128046	3
contig_5173	62588	Binsularis_BLAST_SexualChromosomes.tsv	contig_5173	0.0	12995.0	CM077935.1	96.322	7939.0	241.0	18.0	17200.0	25119.0	62135258.0	62143164.0	0.0	0.12652585160094587	3
contig_8788	13110	Binsularis_BLAST_SexualChromosomes.tsv	contig_8788	0.0	12992.0	CM077935.1	96.585	7848.0	250.0	8.0	1.0	7845.0	38514373.0	38506541.0	0.0	0.5983218916857361	3
contig_8881	27466	Binsularis_BLAST_SexualChromosomes.tsv	contig_8881	0.0	12962.0	JAOTOJ010000009.1	96.861	7772.0	202.0	16.0	2189.0	9941.0	26823736.0	26815988.0	0.0	0.28223986019078134	3
contig_5233	7294	Binsularis_BLAST_Mitochondrion.tsv	contig_5233	0.0	12927.0	NC_030760.1	98.656	7294.0	98.0	0.0	1.0	7294.0	12235.0	4942.0	0.0	0.9998629010145325	1
contig_5749	44279	Binsularis_BLAST_SexualChromosomes.tsv	contig_5749	0.0	12863.0	CM077935.1	94.038	8520.0	446.0	23.0	7824.0	16319.0	2295729.0	2304210.0	0.0	0.19185166783351024	3
contig_7761	14332	Binsularis_BLAST_SexualChromosomes.tsv	contig_7761	0.0	12652.0	CM077935.1	95.877	7883.0	212.0	56.0	6509.0	14332.0	8174398.0	8182226.0	0.0	0.5458414736254535	3
contig_6518	30260	Binsularis_BLAST_SexualChromosomes.tsv	contig_6518	0.0	12366.0	JAOTOJ010000009.1	96.162	7609.0	218.0	23.0	18245.0	25797.0	28767284.0	28759694.0	0.0	0.2495703899537343	3
contig_6147	25040	Binsularis_BLAST_SexualChromosomes.tsv	contig_6147	0.0	12240.0	CM077935.1	96.65	7432.0	136.0	35.0	5413.0	12803.0	13547152.0	13539793.0	0.0	0.29512779552715657	3
contig_6788	41779	Binsularis_BLAST_SexualChromosomes.tsv	contig_6788	0.0	12124.0	JAOTOJ010000009.1	79.017	19416.0	2816.0	847.0	118.0	18995.0	41894114.0	41875419.0	0.0	0.45182986667943226	3
contig_7180	38763	Binsularis_BLAST_SexualChromosomes.tsv	contig_7180	0.0	11542.0	JAOTOJ010000009.1	80.804	14951.0	2689.0	159.0	6083.0	20944.0	4287583.0	4272725.0	0.0	0.3833810592575394	3
contig_3065	23406	Binsularis_BLAST_SexualChromosomes.tsv	contig_3065	0.0	11372.0	CM077935.1	96.838	6832.0	165.0	17.0	10840.0	17652.0	60303536.0	60296737.0	0.0	0.291036486371016	3
contig_7649	57280	Binsularis_BLAST_SexualChromosomes.tsv	contig_7649	0.0	11202.0	JAOTOJ010000009.1	96.712	6782.0	129.0	32.0	25002.0	31722.0	49761515.0	49768263.0	0.0	0.11731843575418995	3
contig_8897	34094	Binsularis_BLAST_SexualChromosomes.tsv	contig_8897	0.0	10946.0	JAOTOJ010000009.1	95.871	6829.0	171.0	42.0	15292.0	22066.0	52633001.0	52626230.0	0.0	0.19868598580395377	3
contig_8777	49632	Binsularis_BLAST_SexualChromosomes.tsv	contig_8777	0.0	10822.0	JAOTOJ010000009.1	97.127	6440.0	136.0	26.0	6514.0	12922.0	13067129.0	13060708.0	0.0	0.12911025145067698	3
contig_8427	37455	Binsularis_BLAST_SexualChromosomes.tsv	contig_8427	0.0	10770.0	CM077935.1	95.556	6751.0	262.0	24.0	24907.0	31631.0	26192747.0	26199485.0	0.0	0.17952209317848083	3
contig_7210	29928	Binsularis_BLAST_SexualChromosomes.tsv	contig_7210	0.0	10599.0	OZ187408.1	90.133	8219.0	718.0	50.0	20207.0	28348.0	60728155.0	60736357.0	0.0	0.27201951349906445	3
contig_7757	37913	Binsularis_BLAST_SexualChromosomes.tsv	contig_7757	0.0	10514.0	JAOTOJ010000009.1	80.997	13903.0	2074.0	288.0	7758.0	21270.0	29626299.0	29612575.0	0.0	0.35639490412259645	3
contig_16963	28194	Binsularis_BLAST_SexualChromosomes.tsv	contig_16963	0.0	10192.0	CM077935.1	95.87	6320.0	225.0	17.0	17435.0	23740.0	65279416.0	65273119.0	0.0	0.22362914095197559	3
contig_8940	7347	Binsularis_BLAST_SexualChromosomes.tsv	contig_8940	0.0	10170.0	CM077935.1	96.554	6181.0	144.0	35.0	1195.0	7347.0	50979630.0	50985769.0	0.0	0.8373485776507418	3
contig_8464	46744	Binsularis_BLAST_SexualChromosomes.tsv	contig_8464	0.0	10139.0	CM077935.1	95.697	6321.0	243.0	8.0	40451.0	46744.0	56574100.0	56567782.0	0.0	0.13462690398767757	3
contig_17878	22352	Binsularis_BLAST_SexualChromosomes.tsv	contig_17878	0.0	10137.0	JAOTOJ010000009.1	81.363	12679.0	2161.0	153.0	4729.0	17287.0	4256762.0	4269358.0	0.0	0.5618289191123836	3
contig_743	17065	Binsularis_BLAST_SexualChromosomes.tsv	contig_743	0.0	10120.0	JAOTOJ010000009.1	96.496	6136.0	193.0	11.0	7102.0	13230.0	55669483.0	55675603.0	0.0	0.3590975681218869	3
contig_4268	46783	Binsularis_BLAST_SexualChromosomes.tsv	contig_4268	0.0	10063.0	CM077935.1	95.523	6321.0	238.0	9.0	40506.0	46783.0	56574100.0	56567782.0	0.0	0.13417266955945537	3
contig_8493	15900	Binsularis_BLAST_SexualChromosomes.tsv	contig_8493	0.0	9952.0	CM077935.1	95.453	6290.0	200.0	29.0	9191.0	15410.0	58228421.0	58234694.0	0.0	0.3911320754716981	3
contig_595	29125	Binsularis_BLAST_SexualChromosomes.tsv	contig_595	0.0	9902.0	JAOTOJ010000009.1	96.031	6097.0	224.0	13.0	14406.0	20493.0	37460207.0	37466294.0	0.0	0.20899570815450644	3
contig_3995	65232	Binsularis_BLAST_SexualChromosomes.tsv	contig_3995	0.0	9899.0	CM077935.1	91.026	7377.0	601.0	35.0	7741.0	15096.0	17929517.0	17922181.0	0.0	0.1127514103507481	3
contig_7601	21879	Binsularis_BLAST_SexualChromosomes.tsv	contig_7601	0.0	9819.0	CM077935.1	96.258	6039.0	139.0	13.0	1.0	5977.0	9634802.0	9640815.0	0.0	0.27313862607980255	3
contig_5796	22985	Binsularis_BLAST_SexualChromosomes.tsv	contig_5796	0.0	9766.0	CM077935.1	92.334	6953.0	401.0	55.0	1.0	6857.0	38102420.0	38095504.0	0.0	0.29828148792690884	3
contig_15880	15748	Binsularis_BLAST_SexualChromosomes.tsv	contig_15880	0.0	9686.0	JAOTOJ010000009.1	96.736	5851.0	126.0	27.0	2210.0	8046.0	14596919.0	14591120.0	0.0	0.37058674117348234	3
contig_1425	43096	Binsularis_BLAST_SexualChromosomes.tsv	contig_1425	0.0	9579.0	CM077935.1	92.49	6724.0	462.0	20.0	9123.0	15815.0	17929518.0	17922807.0	0.0	0.15528123259699275	3
contig_6911	45632	Binsularis_BLAST_SexualChromosomes.tsv	contig_6911	0.0	9557.0	JAOTOJ010000009.1	96.823	5728.0	169.0	4.0	20332.0	26047.0	23627734.0	23633460.0	0.0	0.12524105890603085	3
contig_13011	22904	Binsularis_BLAST_SexualChromosomes.tsv	contig_13011	0.0	9463.0	CM077935.1	94.846	6131.0	198.0	47.0	9729.0	15823.0	10074670.0	10068622.0	0.0	0.26606706252183027	3
contig_13747	33490	Binsularis_BLAST_SexualChromosomes.tsv	contig_13747	0.0	9284.0	OX365972.1	93.049	6503.0	212.0	82.0	11604.0	18052.0	32106145.0	32112461.0	0.0	0.19253508510002987	3
contig_3909	32515	Binsularis_BLAST_SexualChromosomes.tsv	contig_3909	0.0	9282.0	CM077935.1	95.836	5763.0	206.0	17.0	26760.0	32515.0	21262701.0	21256966.0	0.0	0.17699523296939873	3
contig_8159	15333	Binsularis_BLAST_SexualChromosomes.tsv	contig_8159	0.0	9199.0	JAOTOJ010000009.1	96.631	5580.0	119.0	29.0	9485.0	15012.0	49287485.0	49281923.0	0.0	0.3604643579208244	3
contig_7126	22708	Binsularis_BLAST_SexualChromosomes.tsv	contig_7126	0.0	8942.0	CM077935.1	96.446	5430.0	175.0	5.0	17287.0	22708.0	19617987.0	19612568.0	0.0	0.23872644002113794	3
contig_6533	48795	Binsularis_BLAST_SexualChromosomes.tsv	contig_6533	0.0	8857.0	JAOTOJ010000009.1	94.645	5770.0	215.0	37.0	12393.0	18104.0	4486129.0	4480396.0	0.0	0.11704068039758173	3
contig_8613	13404	Binsularis_BLAST_SexualChromosomes.tsv	contig_8613	0.0	8817.0	CM077935.1	96.76	5308.0	136.0	12.0	1990.0	7273.0	58689590.0	58694885.0	0.0	0.394136078782453	3
contig_8362	18942	Binsularis_BLAST_SexualChromosomes.tsv	contig_8362	0.0	8756.0	JAOTOJ010000009.1	95.748	5456.0	195.0	11.0	12127.0	17559.0	45992861.0	45987420.0	0.0	0.286770140428677	3
contig_8619	26788	Binsularis_BLAST_SexualChromosomes.tsv	contig_8619	0.0	8678.0	JAOTOJ010000009.1	93.792	5799.0	320.0	24.0	8679.0	14452.0	21256916.0	21262699.0	0.0	0.2155069434074959	3
contig_7794	57544	Binsularis_BLAST_SexualChromosomes.tsv	contig_7794	0.0	8545.0	OZ077565.1	92.448	6051.0	351.0	46.0	34.0	6068.0	58968638.0	58974598.0	0.0	0.10485889058807174	3
contig_7343	30436	Binsularis_BLAST_SexualChromosomes.tsv	contig_7343	0.0	8519.0	JAOTOJ010000009.1	78.285	14497.0	2269.0	621.0	16406.0	30382.0	42128508.0	42142645.0	0.0	0.45919306084899464	3
contig_15610	21424	Binsularis_BLAST_SexualChromosomes.tsv	contig_15610	0.0	8484.0	JAOTOJ010000009.1	96.447	5151.0	168.0	5.0	13582.0	18728.0	15172549.0	15167410.0	0.0	0.24019790888722928	3
contig_10611	9077	Binsularis_BLAST_SexualChromosomes.tsv	contig_10611	0.0	8440.0	CM077935.1	96.898	5062.0	115.0	15.0	33.0	5078.0	33055536.0	33050501.0	0.0	0.5558003745730968	3
contig_13699	43962	Binsularis_BLAST_SexualChromosomes.tsv	contig_13699	0.0	8371.0	OZ184078.1	89.16	6919.0	478.0	126.0	15666.0	22490.0	19132949.0	19126209.0	0.0	0.1552249670169692	3
contig_18373	16907	Binsularis_BLAST_SexualChromosomes.tsv	contig_18373	0.0	8318.0	JAOTOJ010000009.1	97.156	4957.0	81.0	17.0	11363.0	16288.0	45235050.0	45230123.0	0.0	0.2912994617614006	3
contig_8750	21276	Binsularis_BLAST_SexualChromosomes.tsv	contig_8750	0.0	8274.0	OX365972.1	95.464	5225.0	169.0	23.0	12651.0	17854.0	21155220.0	21160397.0	0.0	0.2445478473397255	3
contig_4476	26355	Binsularis_BLAST_SexualChromosomes.tsv	contig_4476	0.0	8255.0	CM077935.1	78.169	13215.0	2705.0	136.0	13266.0	26355.0	4075316.0	4062157.0	0.0	0.49664200341491177	3
contig_8928	27961	Binsularis_BLAST_SexualChromosomes.tsv	contig_8928	0.0	8248.0	CM077935.1	97.139	4894.0	125.0	13.0	15111.0	19996.0	1766883.0	1771769.0	0.0	0.17470762848252924	3
contig_13859	7259	Binsularis_BLAST_SexualChromosomes.tsv	contig_13859	0.0	8213.0	JAOTOJ010000009.1	97.424	4853.0	63.0	17.0	2403.0	7234.0	13654181.0	13658992.0	0.0	0.6655186664829866	3
contig_9041	16601	Binsularis_BLAST_SexualChromosomes.tsv	contig_9041	0.0	8207.0	JAOTOJ010000009.1	97.072	4884.0	122.0	11.0	1.0	4876.0	28744330.0	28739460.0	0.0	0.2936570086139389	3
contig_8937	14018	Binsularis_BLAST_SexualChromosomes.tsv	contig_8937	0.0	7958.0	JAOTOJ010000009.1	96.149	4908.0	125.0	23.0	7431.0	12314.0	19658981.0	19663848.0	0.0	0.34833785133399914	3
contig_8685	27320	Binsularis_BLAST_SexualChromosomes.tsv	contig_8685	0.0	7769.0	JAOTOJ010000009.1	92.413	5483.0	360.0	30.0	1.0	5442.0	25450790.0	25445323.0	0.0	0.19915812591508053	3
contig_6727	28452	Binsularis_BLAST_SexualChromosomes.tsv	contig_6727	0.0	7762.0	CM077935.1	92.208	5557.0	324.0	32.0	20007.0	25494.0	25445323.0	25450839.0	0.0	0.1928511176718684	3
contig_6237	94198	Binsularis_BLAST_SexualChromosomes.tsv	contig_6237	0.0	7744.0	JAOTOJ010000009.1	71.731	34854.0	7649.0	1684.0	60451.0	94198.0	5075120.0	5108875.0	0.0	0.35825601392810885	3
contig_8708	18158	Binsularis_BLAST_SexualChromosomes.tsv	contig_8708	0.0	7709.0	NC_138210.1	94.537	5052.0	176.0	34.0	7000.0	12000.0	12127264.0	12122262.0	0.0	0.275360722546536	3
contig_15065	9905	Binsularis_BLAST_SexualChromosomes.tsv	contig_15065	0.0	7701.0	CM077935.1	80.798	9947.0	1816.0	85.0	1.0	9904.0	4290926.0	4281031.0	0.0	0.9997980817768803	3
contig_7181	40524	Binsularis_BLAST_SexualChromosomes.tsv	contig_7181	0.0	7661.0	CM077935.1	83.131	8584.0	1264.0	124.0	11892.0	20359.0	3772244.0	3763729.0	0.0	0.20893791333530748	3
contig_15878	25172	Binsularis_BLAST_SexualChromosomes.tsv	contig_15878	0.0	7603.0	OZ077565.1	93.585	5175.0	208.0	53.0	13101.0	18191.0	53379028.0	53384162.0	0.0	0.2022088034323852	3
contig_4943	31654	Binsularis_BLAST_SexualChromosomes.tsv	contig_4943	0.0	7574.0	JAOTOJ010000009.1	95.533	4768.0	158.0	20.0	5494.0	10229.0	37720090.0	37715346.0	0.0	0.1495861502495735	3
contig_12611	18906	Binsularis_BLAST_SexualChromosomes.tsv	contig_12611	0.0	7572.0	CM077935.1	94.832	4876.0	212.0	19.0	13528.0	18385.0	50611815.0	50616668.0	0.0	0.256902570612504	3
contig_8611	55638	Binsularis_BLAST_SexualChromosomes.tsv	contig_8611	0.0	7566.0	CM077935.1	91.093	5636.0	436.0	33.0	40592.0	46167.0	11007950.0	11013579.0	0.0	0.10020130126891692	3
contig_6856	32210	Binsularis_BLAST_SexualChromosomes.tsv	contig_6856	0.0	7564.0	CM077935.1	93.522	5125.0	267.0	18.0	2426.0	7505.0	28141688.0	28146792.0	0.0	0.15768394908413536	3
contig_10538	8582	Binsularis_BLAST_SexualChromosomes.tsv	contig_10538	0.0	7559.0	CM077935.1	88.624	6303.0	600.0	55.0	2335.0	8582.0	20201025.0	20207265.0	0.0	0.7279189000233046	3
contig_12752	42716	Binsularis_BLAST_SexualChromosomes.tsv	contig_12752	0.0	7548.0	OZ077565.1	90.167	5990.0	318.0	113.0	2426.0	8239.0	57031782.0	57025888.0	0.0	0.1360848394044386	3
contig_9051	16611	Binsularis_BLAST_SexualChromosomes.tsv	contig_9051	0.0	7548.0	JAOTOJ010000009.1	97.387	4440.0	107.0	5.0	5302.0	9737.0	26049481.0	26045047.0	0.0	0.2669917524531937	3
contig_8598	50056	Binsularis_BLAST_SexualChromosomes.tsv	contig_8598	0.0	7483.0	CM077935.1	92.919	5169.0	328.0	11.0	3984.0	9138.0	48205121.0	48210265.0	0.0	0.10296467955889405	3
contig_7489	19682	Binsularis_BLAST_SexualChromosomes.tsv	contig_7489	0.0	7420.0	CM077935.1	95.703	4631.0	168.0	15.0	7089.0	11698.0	8234306.0	8238926.0	0.0	0.23417335636622294	3
contig_2862	10184	Binsularis_BLAST_SexualChromosomes.tsv	contig_2862	0.0	7361.0	CM077935.1	79.808	10217.0	1979.0	76.0	9.0	10181.0	4289520.0	4279344.0	0.0	0.9988216810683425	3
contig_7488	22990	Binsularis_BLAST_SexualChromosomes.tsv	contig_7488	0.0	7356.0	JAOTOJ010000009.1	95.505	4627.0	168.0	13.0	10425.0	15017.0	8234306.0	8238926.0	0.0	0.19973901696389734	3
contig_8196	15906	Binsularis_BLAST_SexualChromosomes.tsv	contig_8196	0.0	7354.0	JAOTOJ010000009.1	92.498	5172.0	337.0	33.0	1.0	5147.0	2704094.0	2698949.0	0.0	0.32352571356720733	3
contig_10265	9381	Binsularis_BLAST_SexualChromosomes.tsv	contig_10265	0.0	7319.0	CM077935.1	80.893	9473.0	1650.0	125.0	6.0	9381.0	4094999.0	4104408.0	0.0	0.9993604093380236	3
contig_8150	22303	Binsularis_BLAST_SexualChromosomes.tsv	contig_8150	0.0	7295.0	JAOTOJ010000009.1	92.005	5228.0	371.0	24.0	17052.0	22262.0	25445323.0	25450520.0	0.0	0.23360086087073487	3
contig_7231	39337	Binsularis_BLAST_SexualChromosomes.tsv	contig_7231	0.0	7284.0	CM077935.1	95.273	4633.0	156.0	30.0	34757.0	39337.0	8234306.0	8238927.0	0.0	0.11642982433840914	3
contig_5513	51545	Binsularis_BLAST_SexualChromosomes.tsv	contig_5513	0.0	7269.0	JAOTOJ010000009.1	90.432	5550.0	489.0	28.0	37723.0	43238.0	61721874.0	61716333.0	0.0	0.10699388883499855	3
contig_6138	10834	Binsularis_BLAST_SexualChromosomes.tsv	contig_6138	0.0	7258.0	JAOTOJ010000009.1	80.174	9881.0	1812.0	118.0	3.0	9802.0	4289163.0	4279349.0	0.0	0.904467417389699	3
contig_18328	38265	Binsularis_BLAST_SexualChromosomes.tsv	contig_18328	0.0	7241.0	CM077935.1	71.582	33887.0	7479.0	1564.0	5665.0	38265.0	64920525.0	64887504.0	0.0	0.851953482294525	3
contig_8028	40253	Binsularis_BLAST_SexualChromosomes.tsv	contig_8028	0.0	7191.0	CM077935.1	95.645	4501.0	159.0	14.0	942.0	5434.0	45259013.0	45254542.0	0.0	0.11159416689439297	3
contig_8618	26390	Binsularis_BLAST_SexualChromosomes.tsv	contig_8618	0.0	7190.0	CM077935.1	93.466	4867.0	278.0	22.0	8908.0	13749.0	21257848.0	21262699.0	0.0	0.1834406972338007	3
contig_17796	10334	Binsularis_BLAST_SexualChromosomes.tsv	contig_17796	0.0	7186.0	CM077935.1	79.393	10312.0	2034.0	81.0	7.0	10259.0	4064419.0	4074698.0	0.0	0.9920650280627056	3
contig_3050	25874	Binsularis_BLAST_SexualChromosomes.tsv	contig_3050	0.0	7184.0	CM077935.1	89.437	5756.0	524.0	36.0	4887.0	10603.0	28115355.0	28109645.0	0.0	0.2209167504058128	3
contig_7011	15439	Binsularis_BLAST_SexualChromosomes.tsv	contig_7011	0.0	7184.0	CM077935.1	94.906	4633.0	167.0	37.0	3.0	4578.0	8238926.0	8234306.0	0.0	0.29632748234989315	3
contig_11361	23358	Binsularis_BLAST_SexualChromosomes.tsv	contig_11361	0.0	7160.0	CM077935.1	90.19	5566.0	444.0	43.0	6074.0	11576.0	25450846.0	25445320.0	0.0	0.23555098895453377	3
contig_8934	16969	Binsularis_BLAST_SexualChromosomes.tsv	contig_8934	0.0	7149.0	JAOTOJ010000009.1	96.071	4403.0	148.0	8.0	30.0	4422.0	25991372.0	25995759.0	0.0	0.2588249160233367	3
contig_16221	34351	Binsularis_BLAST_SexualChromosomes.tsv	contig_16221	0.0	7009.0	CM077935.1	97.126	4175.0	80.0	11.0	20308.0	24453.0	55791868.0	55796031.0	0.0	0.12066606503449681	3
contig_15612	15815	Binsularis_BLAST_SexualChromosomes.tsv	contig_15612	0.0	6953.0	OZ077565.1	93.226	4783.0	233.0	36.0	8760.0	13512.0	53256686.0	53261407.0	0.0	0.3004742333227948	3
contig_8983	42651	Binsularis_BLAST_SexualChromosomes.tsv	contig_8983	0.0	6927.0	CM077935.1	89.407	5532.0	541.0	32.0	1.0	5497.0	61721854.0	61716333.0	0.0	0.12885981571358232	3
contig_7966	35010	Binsularis_BLAST_SexualChromosomes.tsv	contig_7966	0.0	6918.0	JAOTOJ010000009.1	95.565	4374.0	103.0	27.0	13880.0	18222.0	44255781.0	44260094.0	0.0	0.12402170808340474	3
contig_8767	4203	Binsularis_BLAST_Mitochondrion.tsv	contig_8767	0.0	6890.0	NC_030760.1	98.468	3916.0	51.0	9.0	294.0	4203.0	6.0	3918.0	0.0	0.9300499643112062	1
contig_7816	11813	Binsularis_BLAST_SexualChromosomes.tsv	contig_7816	0.0	6850.0	CM077935.1	96.934	4109.0	83.0	11.0	4359.0	8429.0	60158770.0	60162873.0	0.0	0.34453568102937443	3
contig_8730	30820	Binsularis_BLAST_SexualChromosomes.tsv	contig_8730	0.0	6824.0	JAOTOJ010000009.1	88.511	5710.0	563.0	58.0	18521.0	24151.0	38430461.0	38436156.0	0.0	0.18267358857884491	3
contig_8731	27155	Binsularis_BLAST_SexualChromosomes.tsv	contig_8731	0.0	6818.0	JAOTOJ010000009.1	88.494	5710.0	564.0	58.0	10034.0	15664.0	38430461.0	38436156.0	0.0	0.207328300497146	3
contig_1869	22720	Binsularis_BLAST_SexualChromosomes.tsv	contig_1869	0.0	6783.0	JAOTOJ010000009.1	94.068	4518.0	187.0	48.0	1.0	4467.0	8238792.0	8234305.0	0.0	0.1965669014084507	3
contig_11190	34468	Binsularis_BLAST_SexualChromosomes.tsv	contig_11190	0.0	6713.0	OZ077565.1	94.416	4423.0	153.0	38.0	3836.0	8196.0	37788564.0	37792954.0	0.0	0.12649413949170246	3
contig_14930	44284	Binsularis_BLAST_SexualChromosomes.tsv	contig_14930	0.0	6650.0	NC_138210.1	91.26	5000.0	262.0	88.0	1.0	4872.0	52003336.0	51998384.0	0.0	0.10999458043537169	3
contig_7411	32348	Binsularis_BLAST_SexualChromosomes.tsv	contig_7411	0.0	6647.0	CM077935.1	96.4	4055.0	111.0	17.0	21961.0	26000.0	10461638.0	10457604.0	0.0	0.124860887844689	3
contig_843	47351	Binsularis_BLAST_SexualChromosomes.tsv	contig_843	0.0	6606.0	CM077935.1	88.386	5614.0	491.0	69.0	8221.0	13714.0	51484958.0	51490530.0	0.0	0.11600599776139892	3
contig_9481	16482	Binsularis_BLAST_SexualChromosomes.tsv	contig_9481	0.0	6593.0	JAOTOJ010000009.1	74.855	16544.0	3172.0	782.0	1.0	16126.0	30466146.0	30482119.0	0.0	0.9783400072806698	3
contig_8149	15987	Binsularis_BLAST_SexualChromosomes.tsv	contig_8149	0.0	6588.0	CM077935.1	91.163	4911.0	351.0	37.0	10868.0	15756.0	25445354.0	25450203.0	0.0	0.3057484205917308	3
contig_3996	22378	Binsularis_BLAST_SexualChromosomes.tsv	contig_3996	0.0	6512.0	CM077935.1	94.844	4209.0	153.0	31.0	11221.0	15387.0	26061191.0	26065377.0	0.0	0.18616498346590402	3
contig_8919	5141	Binsularis_BLAST_SexualChromosomes.tsv	contig_8919	0.0	6484.0	JAOTOJ010000009.1	95.616	4060.0	149.0	14.0	1.0	4052.0	3049620.0	3053658.0	0.0	0.7879789924139272	3
