contig_name	size_bp	bin	qseqid	staxids	bitscore	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	coverage	priority
contig_10611	9077	SexualChromosomes_df	contig_10611	0	8440.0	CM077935.1	96.898	5062	115	15	33	5078	33055536	33050501	0.0	0.5558003745730968	2
contig_18373	16907	SexualChromosomes_df	contig_18373	0	8318.0	JAOTOJ010000009.1	97.156	4957	81	17	11363	16288	45235050	45230123	0.0	0.2912994617614006	2
contig_2834	13369	SexualChromosomes_df	contig_2834	0	8292.0	CM077935.1	94.332	5434	269	8	3227	8646	60706231	60700823	0.0	0.4053407135911437	2
contig_4476	26355	SexualChromosomes_df	contig_4476	0	8255.0	CM077935.1	78.169	13215	2705	136	13266	26355	4075316	4062157	0.0	0.49664200341491177	2
contig_13859	7259	SexualChromosomes_df	contig_13859	0	8213.0	CM077935.1	97.424	4853	63	17	2403	7234	13654181	13658992	0.0	0.6655186664829866	2
contig_9041	16601	SexualChromosomes_df	contig_9041	0	8207.0	CM077935.1	97.072	4884	122	11	1	4876	28744330	28739460	0.0	0.2936570086139389	2
contig_18137	14385	SexualChromosomes_df	contig_18137	0	8067.0	JAOTOJ010000009.1	91.914	5837	366	48	2	5767	17756300	17762101	0.0	0.4007646854362183	2
contig_8708	18158	SexualChromosomes_df	contig_8708	0	8046.0	CM101943.1	92.927	5613	268	50	7011	12541	18578718	18573153	0.0	0.3045489591364688	2
contig_8937	14018	SexualChromosomes_df	contig_8937	0	7958.0	JAOTOJ010000009.1	96.149	4908	125	23	7431	12314	19658981	19663848	0.0	0.34833785133399914	2
contig_6237	94198	SexualChromosomes_df	contig_6237	0	7744.0	CM077935.1	71.731	34854	7649	1684	60451	94198	5075120	5108875	0.0	0.35825601392810885	2
contig_15065	9905	SexualChromosomes_df	contig_15065	0	7701.0	CM077935.1	80.798	9947	1816	85	1	9904	4290926	4281031	0.0	0.9997980817768803	2
contig_12611	18906	SexualChromosomes_df	contig_12611	0	7572.0	CM077935.1	94.832	4876	212	19	13528	18385	50611815	50616668	0.0	0.256902570612504	2
contig_9051	16611	SexualChromosomes_df	contig_9051	0	7548.0	CM077935.1	97.387	4440	107	5	5302	9737	26049481	26045047	0.0	0.2669917524531937	2
contig_5233	7294	Mitochondrion_df	contig_5233	0	7478.0	NC_029165.1	85.214	7311	1043	36	1	7294	12076	4787	0.0	0.9998629010145325	0
contig_2862	10184	SexualChromosomes_df	contig_2862	0	7361.0	JAOTOJ010000009.1	79.808	10217	1979	76	9	10181	4289520	4279344	0.0	0.9988216810683425	2
contig_8196	15906	SexualChromosomes_df	contig_8196	0	7354.0	CM077935.1	92.498	5172	337	33	1	5147	2704094	2698949	0.0	0.32352571356720733	2
contig_10265	9381	SexualChromosomes_df	contig_10265	0	7319.0	CM077935.1	80.893	9473	1650	125	6	9381	4094999	4104408	0.0	0.9993604093380236	2
contig_6138	10834	SexualChromosomes_df	contig_6138	0	7258.0	JAOTOJ010000009.1	80.174	9881	1812	118	3	9802	4289163	4279349	0.0	0.904467417389699	2
contig_18328	38265	SexualChromosomes_df	contig_18328	0	7241.0	JAOTOJ010000009.1	71.582	33887	7479	1564	5665	38265	64920525	64887504	0.0	0.851953482294525	2
contig_17796	10334	SexualChromosomes_df	contig_17796	0	7186.0	JAOTOJ010000009.1	79.393	10312	2034	81	7	10259	4064419	4074698	0.0	0.9920650280627056	2
contig_7011	15439	SexualChromosomes_df	contig_7011	0	7184.0	CM077935.1	94.906	4633	167	37	3	4578	8238926	8234306	0.0	0.29632748234989315	2
contig_8934	16969	SexualChromosomes_df	contig_8934	0	7149.0	CM077935.1	96.071	4403	148	8	30	4422	25991372	25995759	0.0	0.2588249160233367	2
contig_15612	15815	SexualChromosomes_df	contig_15612	0	6953.0	NC_138210.1	93.226	4783	233	36	8760	13512	53256686	53261407	0.0	0.3004742333227948	2
contig_7816	11813	SexualChromosomes_df	contig_7816	0	6850.0	JAOTOJ010000009.1	96.934	4109	83	11	4359	8429	60158770	60162873	0.0	0.34453568102937443	2
contig_12584	13302	SexualChromosomes_df	contig_12584	0	6737.0	CM077935.1	96.645	4084	88	28	690	4741	7668218	7664152	0.0	0.30454067057585327	2
contig_9481	16482	SexualChromosomes_df	contig_9481	0	6593.0	CM077935.1	74.855	16544	3172	782	1	16126	30466146	30482119	0.0	0.9783400072806698	2
contig_8149	15987	SexualChromosomes_df	contig_8149	0	6588.0	JAOTOJ010000009.1	91.163	4911	351	37	10868	15756	25445354	25450203	0.0	0.3057484205917308	2
contig_11318	17023	SexualChromosomes_df	contig_11318	0	6429.0	OZ077565.1	92.472	4583	212	45	3408	7890	54236463	54231914	0.0	0.26329084180226753	2
contig_14886	12063	SexualChromosomes_df	contig_14886	0	6410.0	CM077935.1	91.82	4682	260	42	6428	11001	27458290	27462956	0.0	0.3790930945867529	2
contig_11084	9005	SexualChromosomes_df	contig_11084	0	6303.0	JAOTOJ010000009.1	97.812	3657	72	5	5294	8945	21619981	21616328	0.0	0.4054414214325375	2
contig_9371	7220	SexualChromosomes_df	contig_9371	0	6294.0	JAOTOJ010000009.1	95.903	3905	127	11	1237	5111	20084967	20088868	0.0	0.5365650969529085	2
contig_11820	11109	SexualChromosomes_df	contig_11820	0	6048.0	CM077935.1	96.275	3732	60	15	4175	7874	10383989	10387673	0.0	0.33297326492033485	2
contig_7122	14264	SexualChromosomes_df	contig_7122	0	6032.0	NC_138210.1	92.923	4211	196	45	10036	14177	59070606	59074783	0.0	0.29031127313516547	2
contig_8870	11959	SexualChromosomes_df	contig_8870	0	5999.0	JADPQB010000117.1	92.857	4186	217	35	7800	11959	1	4130	0.0	0.3477715528054185	2
contig_12103	6174	SexualChromosomes_df	contig_12103	0	5958.0	JAOTOJ010000009.1	95.585	3760	94	27	1542	5283	52695981	52699686	0.0	0.6059280855199223	2
contig_9043	11919	SexualChromosomes_df	contig_9043	0	5910.0	CM077935.1	95.98	3682	73	25	12	3687	45900254	45903866	0.0	0.30833123584193306	2
contig_4169	3759	SexualChromosomes_df	contig_4169	0	5862.0	CM077935.1	96.142	3603	116	10	178	3758	14153296	14149695	0.0	0.9523809523809523	2
contig_12874	8086	SexualChromosomes_df	contig_12874	0	5830.0	JAOTOJ010000009.1	96.428	3555	94	11	3	3526	12837054	12840606	0.0	0.43569131832797425	2
contig_8341	6521	SexualChromosomes_df	contig_8341	0	5790.0	CM077935.1	82.946	6538	999	90	14	6517	4280143	4286598	0.0	0.9972396871645454	2
contig_6943	6521	SexualChromosomes_df	contig_6943	0	5753.0	JAOTOJ010000009.1	95.511	3631	110	22	1	3610	46399773	46403371	0.0	0.5534427235086643	2
contig_18224	9821	SexualChromosomes_df	contig_18224	0	5725.0	JAOTOJ010000009.1	91.859	4115	315	12	5709	9820	28796009	28800106	0.0	0.4185928113226759	2
contig_3342	11442	SexualChromosomes_df	contig_3342	0	5720.0	JAOTOJ010000009.1	94.932	3670	157	14	1	3650	21292353	21296013	0.0	0.3189127774864534	2
contig_7618	8025	SexualChromosomes_df	contig_7618	0	5683.0	CM077935.1	96.396	3468	93	8	1	3446	11009990	11006533	0.0	0.4292834890965732	2
contig_11813	5480	SexualChromosomes_df	contig_11813	0	5637.0	CM077935.1	95.39	3579	102	23	53	3602	24773787	24777331	0.0	0.6476277372262774	2
contig_4420	13426	SexualChromosomes_df	contig_4420	0	5620.0	JAOTOJ010000009.1	85.301	5524	723	50	3842	9328	39833734	39839205	0.0	0.40861015939222406	2
contig_3243	13104	SexualChromosomes_df	contig_3243	0	5609.0	JAOTOJ010000009.1	92.844	3899	230	21	9219	13104	21673874	21670012	0.0	0.296474358974359	2
contig_7477	6311	SexualChromosomes_df	contig_7477	0	5520.0	JAOTOJ010000009.1	95.268	3487	159	4	658	4142	39192773	39196255	0.0	0.552051972745999	2
contig_3656	4993	SexualChromosomes_df	contig_3656	0	5509.0	JAOTOJ010000009.1	93.538	3714	219	6	350	4042	10916298	10912585	0.0	0.7394352092930102	2
contig_11931	3347	SexualChromosomes_df	contig_11931	0	5430.0	JAOTOJ010000009.1	96.289	3341	67	14	1	3316	40902560	40905868	0.0	0.99043919928294	2
contig_8116	12953	SexualChromosomes_df	contig_8116	0	5402.0	JADPQB010000410.1	91.256	4037	247	43	3529	7509	15997	12011	0.0	0.30726472631822743	2
contig_5085	10974	SexualChromosomes_df	contig_5085	0	5265.0	JAOTOJ010000009.1	95.254	3329	150	6	1	3324	36382440	36385765	0.0	0.3028066338618553	2
contig_7243	9797	SexualChromosomes_df	contig_7243	0	5247.0	JAOTOJ010000009.1	87.086	4685	547	36	284	4917	9002671	9007348	0.0	0.4728998673063183	2
contig_8768	4259	Mitochondrion_df	contig_8768	0	5223.0	NC_039649.1	88.952	4236	461	3	1	4235	11964	16193	0.0	0.9941300774829772	0
contig_8705	11996	SexualChromosomes_df	contig_8705	0	5221.0	CM077935.1	97.215	3088	81	4	4471	7555	62507395	62510480	0.0	0.2570856952317439	2
contig_12782	13714	SexualChromosomes_df	contig_12782	0	5217.0	JAOTOJ010000009.1	74.389	14209	2705	709	61	13710	30465146	30478979	0.0	0.9952603179232901	2
contig_9485	12553	SexualChromosomes_df	contig_9485	0	5212.0	JAOTOJ010000009.1	75.075	12670	2410	593	55	12476	30656467	30644298	0.0	0.9894845853580817	2
contig_7410	16896	SexualChromosomes_df	contig_7410	0	5199.0	OX365972.1	87.713	4509	490	35	8648	13120	23778118	23773638	0.0	0.2646780303030303	2
contig_12418	11033	SexualChromosomes_df	contig_12418	0	5195.0	CM077935.1	87.11	4678	491	51	1748	6343	37701807	37697160	0.0	0.4164778392096438	2
contig_8767	4203	Mitochondrion_df	contig_8767	0	5190.0	NC_039649.1	92.637	3626	237	26	593	4203	6	3616	0.0	0.8589103021651201	0
contig_7487	17888	SexualChromosomes_df	contig_7487	0	5175.0	CM077935.1	85.689	4989	625	53	2	4956	44355386	44360319	0.0	0.27694543828264756	2
contig_7018	7293	SexualChromosomes_df	contig_7018	0	5164.0	OX365972.1	91.818	3752	238	40	3571	7293	6610790	6607079	0.0	0.5103523927053338	2
contig_8139	11220	SexualChromosomes_df	contig_8139	0	5118.0	JAOTOJ010000009.1	95.647	3193	129	9	7470	10659	23805368	23802183	0.0	0.2842245989304813	2
contig_8710	10616	SexualChromosomes_df	contig_8710	0	5088.0	CM077935.1	77.907	8360	1719	107	62	8338	4173051	4181365	0.0	0.779577995478523	2
contig_8749	7308	SexualChromosomes_df	contig_8749	0	5077.0	OZ077565.1	92.183	3646	201	30	2460	6061	23604844	23608449	0.0	0.49274767378215656	2
contig_13253	12262	SexualChromosomes_df	contig_13253	0	5035.0	CM077935.1	94.105	3342	148	16	8185	11501	52544971	52548288	0.0	0.2704289675419997	2
contig_7383	13471	SexualChromosomes_df	contig_7383	0	5035.0	CM077935.1	91.565	3675	272	15	573	4235	18211892	18215540	0.0	0.27184321876623857	2
contig_7702	11340	SexualChromosomes_df	contig_7702	0	5027.0	CM077935.1	94.463	3287	145	9	7146	10418	25445323	25448586	0.0	0.2885361552028219	2
contig_7052	10888	SexualChromosomes_df	contig_7052	0	5022.0	JAOTOJ010000009.1	91.721	3684	205	71	7265	10888	13952163	13948520	0.0	0.3327516531961793	2
contig_7956	3707	SexualChromosomes_df	contig_7956	0	4909.0	CM077935.1	95.752	3060	106	9	178	3215	60696969	60693912	0.0	0.8192608578365255	2
contig_7202	11525	SexualChromosomes_df	contig_7202	0	4850.0	CM077935.1	92.637	3409	192	25	1523	4880	46364446	46361046	0.0	0.29127982646420825	2
contig_8498	4020	SexualChromosomes_df	contig_8498	0	4758.0	JAOTOJ010000009.1	95.753	2967	101	10	93	3045	55773408	55770453	0.0	0.7343283582089553	2
contig_17945	8068	SexualChromosomes_df	contig_17945	0	4747.0	CM077935.1	77.498	8106	1696	103	2	8031	4334725	4342778	0.0	0.9951660882498761	2
contig_8405	12897	SexualChromosomes_df	contig_8405	0	4723.0	JAOTOJ010000009.1	88.872	3873	385	32	9049	12897	45254541	45258391	0.0	0.2983639606109948	2
contig_9181	10465	SexualChromosomes_df	contig_9181	0	4674.0	CM077935.1	95.134	2980	118	9	6551	9506	28681737	28684713	0.0	0.28236980410893453	2
contig_8406	11324	SexualChromosomes_df	contig_8406	0	4665.0	CM077935.1	88.72	3874	364	35	7501	11324	45254541	45258391	0.0	0.33760155422112326	2
contig_9477	10450	SexualChromosomes_df	contig_9477	0	4647.0	JAOTOJ010000009.1	76.147	9936	1750	464	727	10405	30623882	30614310	0.0	0.9261244019138756	2
contig_7436	28557	SexualChromosomes_df	contig_7436	0	4636.0	CM077935.1	73.914	12106	2915	191	16580	28535	3767554	3755542	0.0	0.4186364113877508	2
contig_12182	6332	SexualChromosomes_df	contig_12182	0	4621.0	CM077935.1	94.312	3024	161	6	1323	4340	26464148	26461130	0.0	0.4764687302590019	2
contig_7718	6404	SexualChromosomes_df	contig_7718	0	4614.0	CM077935.1	94.094	3048	161	13	1	3045	36382283	36385314	0.0	0.47532792004996877	2
contig_8941	9769	SexualChromosomes_df	contig_8941	0	4595.0	CM077935.1	94.874	2985	77	17	3496	6458	50868981	50866051	0.0	0.30320401269321323	2
contig_13700	11305	SexualChromosomes_df	contig_13700	0	4591.0	OX365972.1	91.789	3337	216	22	3085	6376	24265417	24268740	0.0	0.291110128261831	2
contig_7252	5852	SexualChromosomes_df	contig_7252	0	4529.0	CM077935.1	80.698	5870	1095	31	1	5852	3989189	3983340	0.0	0.9998291182501708	2
contig_9011	6575	SexualChromosomes_df	contig_9011	0	4514.0	JAOTOJ010000009.1	95.897	2803	87	4	3612	6387	8443600	8440799	0.0	0.4220532319391635	2
contig_11938	5234	SexualChromosomes_df	contig_11938	0	4499.0	CM077935.1	93.282	3126	91	37	1	3047	8345323	8348408	0.0	0.5819640810087887	2
contig_7431	7575	SexualChromosomes_df	contig_7431	0	4486.0	CM077935.1	77.542	7641	1589	108	1	7570	4334891	4342475	0.0	0.9992079207920792	2
contig_6386	3701	SexualChromosomes_df	contig_6386	0	4481.0	JAOTOJ010000009.1	97.249	2654	55	13	1059	3701	14952381	14949735	0.0	0.7138611186165901	2
contig_14612	6520	SexualChromosomes_df	contig_14612	0	4444.0	CM077935.1	93.065	3057	183	13	3094	6140	62400378	62403415	0.0	0.46717791411042947	2
contig_5534	5738	SexualChromosomes_df	contig_5534	0	4421.0	JAOTOJ010000009.1	96.243	2715	72	17	18	2712	27448015	27450719	0.0	0.46950156849076335	2
contig_8896	7963	SexualChromosomes_df	contig_8896	0	4418.0	JAOTOJ010000009.1	96.636	2675	64	4	4303	6953	62346457	62343785	0.0	0.3327891498179078	2
contig_7082	14940	SexualChromosomes_df	contig_7082	0	4377.0	NC_138210.1	84.037	4692	600	62	7013	11654	36155707	36160299	0.0	0.3106425702811245	2
contig_7865	8038	SexualChromosomes_df	contig_7865	0	4346.0	JAOTOJ010000009.1	97.309	2564	62	2	1909	4472	24803720	24801164	0.0	0.31886041303806917	2
contig_7017	5775	SexualChromosomes_df	contig_7017	0	4344.0	OX365972.1	92.27	3092	193	13	1545	4611	4108567	4105497	0.0	0.5309090909090909	2
contig_8982	7525	SexualChromosomes_df	contig_8982	0	4283.0	CM077935.1	96.956	2562	61	8	4746	7298	12843931	12841378	0.0	0.3391362126245847	2
contig_10538	8582	SexualChromosomes_df	contig_10538	0	4266.0	OZ077565.1	89.327	3420	335	19	933	4342	25362795	25359396	0.0	0.3972267536704731	2
contig_7200	7148	SexualChromosomes_df	contig_7200	0	4252.0	CM077935.1	90.754	3234	230	29	3976	7148	46361901	46365126	0.0	0.4437604924454393	2
contig_12638	9694	SexualChromosomes_df	contig_12638	0	4250.0	OZ187408.1	92.482	2993	192	14	4919	7883	56321940	56324927	0.0	0.3057561378172065	2
contig_4124	3218	SexualChromosomes_df	contig_4124	0	4233.0	JAOTOJ010000009.1	94.748	2723	140	3	1	2721	2282026	2279305	0.0	0.8452454940957116	2
contig_3423	13868	SexualChromosomes_df	contig_3423	0	4228.0	CM077935.1	81.387	5276	901	45	1023	6264	37099059	37104287	0.0	0.37792039226997404	2
contig_18531	9555	SexualChromosomes_df	contig_18531	0	4220.0	JAOTOJ010000009.1	75.43	9764	1835	417	33	9547	30452683	30443235	0.0	0.99570905285191	2
contig_8666	5163	SexualChromosomes_df	contig_8666	0	4211.0	CM077935.1	81.921	5321	652	209	1	5153	41889300	41894478	0.0	0.9978694557427852	2
contig_8987	9980	SexualChromosomes_df	contig_8987	0	4205.0	CM077935.1	96.968	2507	72	1	1123	3625	23665446	23667952	0.0	0.2507014028056112	2
contig_8108	14398	SexualChromosomes_df	contig_8108	0	4193.0	JAOTOJ010000009.1	87.558	3649	420	28	9228	12853	61716530	61720167	0.0	0.2517710793165717	2
contig_9369	5909	SexualChromosomes_df	contig_9369	0	4161.0	JAOTOJ010000009.1	94.453	2740	90	32	2800	5497	32767217	32769936	0.0	0.45642240649856153	2
contig_18623	11674	SexualChromosomes_df	contig_18623	0	4145.0	JAOTOJ010000009.1	88.892	3439	284	41	7967	11361	61423155	61426539	0.0	0.2907315401747473	2
contig_8426	4881	SexualChromosomes_df	contig_8426	0	4145.0	JAOTOJ010000009.1	95.778	2582	87	13	2019	4584	26134442	26131867	0.0	0.5255070682237246	2
contig_7767	5928	SexualChromosomes_df	contig_7767	0	4120.0	JAOTOJ010000009.1	92.065	2949	203	14	1238	4165	43907240	43904302	0.0	0.49375843454790824	2
contig_12749	4130	SexualChromosomes_df	contig_12749	0	4111.0	OZ211061.1	91.49	3020	212	23	971	3947	11713181	11710164	0.0	0.7205811138014527	2
contig_3657	4000	SexualChromosomes_df	contig_3657	0	4082.0	JAOTOJ010000009.1	96.154	2522	56	25	1	2487	45803236	45800721	0.0	0.6215	2
contig_18346	6699	SexualChromosomes_df	contig_18346	0	4080.0	JAOTOJ010000009.1	91.981	2918	221	12	662	3573	43261509	43258599	0.0	0.43454246902522764	2
contig_6341	5498	SexualChromosomes_df	contig_6341	0	4060.0	CM077935.1	96.12	2500	75	11	2991	5477	4694832	4697322	0.0	0.4521644234267006	2
contig_6099	4890	SexualChromosomes_df	contig_6099	0	4058.0	JAOTOJ010000009.1	96.125	2503	68	11	1182	3671	48961093	48958607	0.0	0.5089979550102249	2
contig_8303	5333	SexualChromosomes_df	contig_8303	0	4041.0	CM101943.1	94.824	2608	106	12	262	2850	39504119	39506716	0.0	0.4852803300206263	2
contig_8529	10025	SexualChromosomes_df	contig_8529	0	4028.0	JAOTOJ010000009.1	92.945	2778	178	15	2713	5483	19576110	19573344	0.0	0.27630922693266835	2
contig_8047	4547	SexualChromosomes_df	contig_8047	0	4024.0	CM077935.1	93.199	2779	123	32	1477	4215	42816875	42814123	0.0	0.6021552672091489	2
contig_3515	3542	SexualChromosomes_df	contig_3515	0	4023.0	OZ211061.1	92.011	2879	208	10	406	3265	11713039	11710164	0.0	0.8071710897797855	2
contig_18492	9225	SexualChromosomes_df	contig_18492	0	4023.0	OZ187408.1	92.468	2828	192	11	1866	4676	56324927	56322104	0.0	0.3046070460704607	2
contig_10929	5258	SexualChromosomes_df	contig_10929	0	4006.0	OZ187408.1	91.992	2872	204	14	828	3678	56322061	56324927	0.0	0.5420311905667554	2
contig_7207	8714	SexualChromosomes_df	contig_7207	0	3997.0	JAOTOJ010000009.1	96.389	2437	70	7	9	2434	48083496	48081067	0.0	0.278287812715171	2
contig_11122	6223	SexualChromosomes_df	contig_11122	0	3980.0	CM077935.1	79.075	6375	898	299	5	6190	42127854	42133981	0.0	0.993893620440302	2
contig_6483	4433	SexualChromosomes_df	contig_6483	0	3927.0	OZ077565.1	93.764	2630	140	11	1790	4396	41266459	41263831	0.0	0.5878637491540717	2
contig_18202	5666	SexualChromosomes_df	contig_18202	0	3904.0	JAOTOJ010000009.1	92.796	2707	179	9	2161	4862	43819485	43822180	0.0	0.47670314154606425	2
contig_6568	8222	SexualChromosomes_df	contig_6568	0	3819.0	JAOTOJ010000009.1	93.638	2562	153	8	3657	6214	10885678	10888233	0.0	0.31099489175383116	2
contig_11407	5248	SexualChromosomes_df	contig_11407	0	3818.0	OZ077565.1	93.364	2592	155	11	1229	3812	41267127	41264545	0.0	0.4921875	2
contig_16018	6166	SexualChromosomes_df	contig_16018	0	3797.0	OZ187408.1	93.146	2597	164	9	493	3078	56324560	56321967	0.0	0.41923451183911775	2
contig_1159	5313	SexualChromosomes_df	contig_1159	0	3762.0	JAOTOJ010000009.1	95.632	2358	80	11	2974	5313	58492000	58489648	0.0	0.4402409185017881	2
contig_14672	6726	SexualChromosomes_df	contig_14672	0	3729.0	JAOTOJ010000009.1	94.898	2391	110	8	3376	5764	4565387	4563007	0.0	0.35504014272970563	2
contig_16659	5971	SexualChromosomes_df	contig_16659	0	3705.0	OZ187408.1	92.643	2596	158	19	2539	5105	56322125	56324716	0.0	0.42974376151398425	2
